taxon_oid	Domain	Status	Genome Name	Phylum	Class	Order	Family	Genus	Species	Genome Size	Gene Count	16S rRNA Count
648276668	Bacteria	Draft	Escherichia coli TA143	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	4829725	4682	8
648276669	Bacteria	Draft	Escherichia coli TA206	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	5055289	4992	7
648276670	Bacteria	Draft	Escherichia coli TA271	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	5020687	4960	8
648276671	Bacteria	Draft	Escherichia coli TA280	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	5258161	5228	9
651053023	Bacteria	Finished	Escherichia coli UMNF18	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	5635305	5746	7
651053024	Bacteria	Finished	Escherichia coli UMNK88	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	5506181	5553	7
637000109	Bacteria	Finished	Escherichia coli UTI89 (UPEC)	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	5179971	5398	7
648276672	Bacteria	Draft	Escherichia coli W	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	4941083	4772	1
650377934	Bacteria	Finished	Escherichia coli W, ATCC 9739	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	5008864	4879	7
643692022	Bacteria	Finished	Escherichia fergusonii UMN026, ATCC 35469	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	fergusonii	4643861	4498	7
646206261	Bacteria	Draft	Escherichia sp. 1_1_43	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	sp.	2235585	2298	1
646206259	Bacteria	Draft	Escherichia sp. 3_2_53FAA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	sp.	5175730	5425	1
645058836	Bacteria	Draft	Escherichia sp. 4_1_40B	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	sp.	4856975	4697	1
649633043	Bacteria	Finished	Ethanoligenens harbinense YUAN-3T, DSM 18485	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ethanoligenens	harbinense	3008576	2874	3
642979360	Bacteria	Draft	Eubacterium biforme DSM 3989	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	unclassified	biforme	2415920	2577	1
649989949	Bacteria	Draft	Eubacterium cellulosolvens 6	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	cellulosolvens	3260436	2842	1
650377935	Bacteria	Finished	Eubacterium cylindroides T2-87	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	unclassified	cylindroides	1966750	1487	1
641380446	Bacteria	Draft	Eubacterium dolichum DSM 3991	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	unclassified	dolichum	2190453	2398	2
644736366	Bacteria	Finished	Eubacterium eligens ATCC 27750	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	eligens	2831389	2827	5
643886203	Bacteria	Draft	Eubacterium hallii DSM 3353	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	hallii	3290996	3297	1
649633044	Bacteria	Finished	Eubacterium limosum KIST612	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	limosum	4276902	4583	5
644736367	Bacteria	Finished	Eubacterium rectale ATCC 33656	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	rectale	3449685	3693	5
650377936	Bacteria	Finished	Eubacterium rectale DSM 17629	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	rectale	3344951	2946	1
650377937	Bacteria	Finished	Eubacterium rectale M104/1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	rectale	3698419	3267	1
649989950	Bacteria	Draft	Eubacterium saburreum DSM 3986	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	saburreum	2970488	3013	1
645058705	Bacteria	Draft	Eubacterium saphenum ATCC 49989	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	saphenum	1084501	998	2
650377938	Bacteria	Finished	Eubacterium siraeum 70/3	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	siraeum	2943413	2398	
641736184	Bacteria	Draft	Eubacterium siraeum DSM 15702	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	siraeum	2695934	2770	4
650377939	Bacteria	Finished	Eubacterium siraeum V10Sc8a	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	siraeum	2836123	2254	1
640963022	Bacteria	Draft	Eubacterium ventriosum ATCC 27560	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	ventriosum	2869695	2892	5
648276673	Bacteria	Draft	Eubacterium yurii margaretiae ATCC 43715	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	yurii	2470055	2184	1
641522626	Bacteria	Finished	Exiguobacterium sibiricum 255-15, DSM 17290	Firmicutes	Bacilli	Bacillales	unclassified	Exiguobacterium	sibiricum	3040786	3151	9
643692023	Bacteria	Finished	Exiguobacterium sp. AT1b	Firmicutes	Bacilli	Bacillales	unclassified	Exiguobacterium	sp.	2999895	3138	9
649989951	Bacteria	Draft	Faecalibacterium cf. prausnitzii KLE1255	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	cf.	2926561	3414	1
645951831	Bacteria	Draft	Faecalibacterium prausnitzii A2-165	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	3080849	3553	3
650377941	Bacteria	Finished	Faecalibacterium prausnitzii L2-6	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	3321367	2820	
641380420	Bacteria	Draft	Faecalibacterium prausnitzii M21/2	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	3126983	3579	6
650377940	Bacteria	Finished	Faecalibacterium prausnitzii SL3/3	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	prausnitzii	3214418	2816	1
648028026	Bacteria	Finished	Ferrimonas balearica PAT, DSM 9799	Proteobacteria	Gammaproteobacteria	Alteromonadales	Ferrimonadaceae	Ferrimonas	balearica	4279159	3947	7
640753026	Bacteria	Finished	Fervidobacterium nodosum Rt17-B1	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Fervidobacterium	nodosum	1948941	1847	2
650377942	Bacteria	Finished	Fibrobacter succinogenes succinogenes S85	Fibrobacteres	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacter	succinogenes	3843004	2939	3
646311927	Bacteria	Finished	Fibrobacter succinogenes succinogenes S85, ATCC 19169	Fibrobacteres	Fibrobacteres	Fibrobacterales	Fibrobacteraceae	Fibrobacter	succinogenes	3842635	3188	3
648276674	Bacteria	Draft	Finegoldia magna ACS-171-V-Col3	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Finegoldia	magna	1828755	1793	1
641522627	Bacteria	Finished	Finegoldia magna ATCC 29328	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Finegoldia	magna	1986740	1873	4
648276675	Bacteria	Draft	Finegoldia magna ATCC 53516	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Finegoldia	magna	1908011	1893	1
648276676	Bacteria	Draft	Finegoldia magna BVS033A4	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XI. Incertae Sedis	Finegoldia	magna	1995204	1948	1
643886118	Bacteria	Draft	Flavobacteria MS024-2A	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified	bacterium	1905484	1811	2
643886079	Bacteria	Draft	Flavobacteria MS024-3C	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified	bacterium	1515248	1411	1
640612204	Bacteria	Draft	Flavobacteria sp. BAL38	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified	bacterium	2806989	2665	3
638341093	Bacteria	Draft	Flavobacteria sp. BBFL7	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified	bacterium	3083153	2627	1
644736368	Bacteria	Finished	Flavobacteriaceae bacterium 3519-10	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified	bacterium	2768101	2582	2
641380439	Bacteria	Draft	Flavobacteriales sp. ALC-1	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unclassified	bacterium	3825707	3502	2
644736369	Bacteria	Finished	Flavobacterium johnsoniae UW101, ATCC 17061	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	johnsoniae	6096872	5099	6
640753027	Bacteria	Finished	Flavobacterium psychrophilum JIP02/86	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	psychrophilum	2861988	2505	6
651053025	Bacteria	Finished	Francisella cf. novicida 3523	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	cf.	1945310	1902	3
651053026	Bacteria	Finished	Francisella cf. novicida Fx1	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	cf.	1913619	1863	3
642791609	Bacteria	Draft	Francisella novicida FTE	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	novicida	1888472	1815	1
645058828	Bacteria	Draft	Francisella philomiragia philomiragia ATCC 25015	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	philomiragia	1985978	1931	1
641522628	Bacteria	Finished	Francisella philomiragia philomiragia ATCC 25017	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	philomiragia	2049711	1964	3
650716037	Bacteria	Finished	Francisella sp. TX077308	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	sp.	2035931	2025	3
647533165	Bacteria	Draft	Francisella tularensis holarctica 257	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1887952	1534	
647533166	Bacteria	Draft	Francisella tularensis holarctica FSC022	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1866493	1559	
641736187	Bacteria	Draft	Francisella tularensis holarctica FSC200	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1790358	2040	3
640753028	Bacteria	Finished	Francisella tularensis holarctica FTA (FTNF002-00)	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1890909	2131	3
637000111	Bacteria	Finished	Francisella tularensis holarctica LVS	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1895994	2019	3
637000112	Bacteria	Finished	Francisella tularensis holarctica OSU18	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1895727	1922	3
647000250	Bacteria	Draft	Francisella tularensis holarctica URFT1	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1800530	1802	1
641522629	Bacteria	Finished	Francisella tularensis mediasiatica FSC147	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1893886	1454	3
642979314	Bacteria	Draft	Francisella tularensis novicida FTG, UT01-4992	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	novicida	1843928	1773	1
647533163	Bacteria	Draft	Francisella tularensis novicida GA99-3548	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	novicida	1858641	1700	
647533164	Bacteria	Draft	Francisella tularensis novicida GA99-3549	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	novicida	1901304	1700	
639633024	Bacteria	Finished	Francisella tularensis novicida U112	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1910031	1785	3
640069311	Bacteria	Finished	Francisella tularensis tularensis A.II, Wyoming, WY96-3418	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1898476	1686	3
637000114	Bacteria	Finished	Francisella tularensis tularensis CHU S4	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1892819	1842	3
637000113	Bacteria	Finished	Francisella tularensis tularensis FSC 198	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1892616	1841	3
647533167	Bacteria	Draft	Francisella tularensis tularensis FSC033	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1851683	1554	
643886001	Bacteria	Draft	Francisella tularensis tularensis MA00-2987	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1868750	1800	
646862328	Bacteria	Finished	Francisella tularensis tularensis NE061598	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1892681	1884	3
637000115	Bacteria	Finished	Frankia alni ACN14a	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	Frankia	alni	7497934	6795	2
637000116	Bacteria	Finished	Frankia sp. CcI3	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	Frankia	sp.	5433628	4621	2
641228492	Bacteria	Finished	Frankia sp. EAN1pec	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	Frankia	sp.	8982042	7250	3
647000251	Bacteria	Draft	Frankia sp. EUN1f	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	Frankia	sp.	9352740	8236	1
649633045	Bacteria	Finished	Frankia sp. EuI1c	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	Frankia	sp.	8815781	7262	3
647000253	Bacteria	Draft	Frankia symbiont of Datisca glomerata	Actinobacteria	Actinobacteria	Actinomycetales	Frankiaceae	Frankia	symbiont	5204281	4779	1
651324031	Bacteria	Draft	Fructobacillus fructosus KCTC 3544	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Fructobacillus	fructosus	1474908	1600	1
639857001	Bacteria	Draft	Fulvimarina pelagi HTCC2506	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Fulvimarina	pelagi	3802689	3817	3
645951804	Bacteria	Draft	Fusobacterium gonidiaformans ATCC 25563	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	gonidiaformans	1679672	1700	1
646206254	Bacteria	Draft	Fusobacterium mortiferum ATCC 9817	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	mortiferum	2691446	2605	1
647000254	Bacteria	Draft	Fusobacterium nucleatum nucleatum ATCC 23726	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum	2237034	2176	1
637000117	Bacteria	Finished	Fusobacterium nucleatum nucleatum ATCC 25586	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum	2174500	2145	5
641736256	Bacteria	Draft	Fusobacterium nucleatum polymorphum ATCC 10953	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum	2428298	2430	5
638341097	Bacteria	Draft	Fusobacterium nucleatum vincentii ATCC 49256	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum	2118259	2304	4
645951848	Bacteria	Draft	Fusobacterium periodonticum ATCC 33693	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	periodonticum	2567761	2597	1
651324032	Bacteria	Draft	Fusobacterium sp. 11_3_2	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2702139	2695	1
647533168	Bacteria	Draft	Fusobacterium sp. 1_1_41FAA	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2479455	2379	1
651324033	Bacteria	Draft	Fusobacterium sp. 21_1A	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2128810	2087	2
646206262	Bacteria	Draft	Fusobacterium sp. 2_1_31	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2532453	2341	1
647533169	Bacteria	Draft	Fusobacterium sp. 3_1_27	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2211034	2060	1
647533170	Bacteria	Draft	Fusobacterium sp. 3_1_33	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2307769	2170	1
647533171	Bacteria	Draft	Fusobacterium sp. 3_1_36A2	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2256269	2177	1
645951866	Bacteria	Draft	Fusobacterium sp. 3_1_5R	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	1848430	1986	1
646206253	Bacteria	Draft	Fusobacterium sp. 4_1_13	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2268505	2200	2
646206252	Bacteria	Draft	Fusobacterium sp. 7_1	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2510873	2462	1
645058833	Bacteria	Draft	Fusobacterium sp. D11	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2343156	2494	1
645951850	Bacteria	Draft	Fusobacterium sp. D12	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	sp.	2081571	2279	1
645951859	Bacteria	Draft	Fusobacterium ulcerans ATCC 49185	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	ulcerans	3437293	3339	1
646206275	Bacteria	Draft	Fusobacterium varium ATCC 27725	Fusobacteria	Fusobacteria	Fusobacteriales	Fusobacteriaceae	Fusobacterium	varium	3321664	3067	1
650716038	Bacteria	Finished	Gallibacterium anatis UMN179	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	anatis	2694127	2576	6
648028028	Bacteria	Finished	Gallionella capsiferriformans ES-2	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Gallionella	capsiferriformans	3162471	3006	3
647533249	Bacteria	Draft	Gamma proteobacterium sp. NOR5-3	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	proteobacterium	4208084	3726	4
647533250	Bacteria	Draft	Gamma proteobacterium sp. NOR51-B	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	proteobacterium	3261541	2972	1
649633046	Bacteria	Finished	Gardnerella vaginalis 317, ATCC 14019	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	vaginalis	1667350	1420	2
646311928	Bacteria	Finished	Gardnerella vaginalis 409-05	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	vaginalis	1617544	1312	2
648276677	Bacteria	Draft	Gardnerella vaginalis 5-1	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	vaginalis	1672842	1383	1
647000255	Bacteria	Draft	Gardnerella vaginalis AMD	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	vaginalis	1606758	1361	1
648276678	Bacteria	Draft	Gardnerella vaginalis ATCC 14018	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	vaginalis	1604161	1368	
651053027	Bacteria	Finished	Gardnerella vaginalis HMP9231	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	vaginalis	1726517	1370	2
645058834	Bacteria	Draft	Gemella haemolysans ATCC 10379	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	haemolysans	1916192	1764	3
651324034	Bacteria	Draft	Gemella haemolysans M341	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	haemolysans	2034879	1982	2
649989952	Bacteria	Draft	Gemella moribillum M424	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	moribillum	1745783	1666	1
651324035	Bacteria	Draft	Gemella sanguinis M325	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	sanguinis	1768070	1778	1
641736268	Bacteria	Draft	Gemmata obscuriglobus UQM 2246	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	obscuriglobus	9161841	8086	4
643692024	Bacteria	Finished	Gemmatimonas aurantiaca T-27T	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	aurantiaca	4636964	3987	1
637000118	Bacteria	Finished	Geobacillus kaustophilus HTA426	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	kaustophilus	3592666	3714	9
646564535	Bacteria	Finished	Geobacillus sp. C56-T3	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	sp.	3650813	3595	8
642791603	Bacteria	Draft	Geobacillus sp. G11MC16	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	sp.	3545187	3701	1
644736370	Bacteria	Finished	Geobacillus sp. WCH70	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	sp.	3508804	3597	10
649633047	Bacteria	Finished	Geobacillus sp. Y4.1MC1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	sp.	3911947	4031	10
649633048	Bacteria	Finished	Geobacillus sp. Y412MC52	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	sp.	3673940	3750	8
646311930	Bacteria	Finished	Geobacillus sp. Y412MC61	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	sp.	3667901	3718	8
640069312	Bacteria	Finished	Geobacillus thermodenitrificans NG80-2	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	thermodenitrificans	3608012	3642	10
650716039	Bacteria	Finished	Geobacillus thermoglucosidasius C56-YS93	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	thermoglucosidasius	3993793	4135	10
642555129	Bacteria	Finished	Geobacter bemidjiensis Bem, DSM 16622	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	bemidjiensis	4615150	4106	4
642555130	Bacteria	Finished	Geobacter lovleyi SZ	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	lovleyi	3994874	3777	2
637000119	Bacteria	Finished	Geobacter metallireducens GS-15	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	metallireducens	4011182	3663	3
643348554	Bacteria	Finished	Geobacter sp. FRC-32	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	sp.	4304501	3894	2
649633049	Bacteria	Finished	Geobacter sp. M18	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	sp.	5277406	4599	4
644736371	Bacteria	Finished	Geobacter sp. M21	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	sp.	4745806	4222	4
648231707	Bacteria	Finished	Geobacter sulfurreducens KN400	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	sulfurreducens	3714272	3384	2
637000120	Bacteria	Finished	Geobacter sulfurreducens PCA	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	sulfurreducens	3814139	3552	2
640427115	Bacteria	Finished	Geobacter uraniireducens Rf4	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	uraniumreducens	5136364	4542	2
646311931	Bacteria	Finished	Geodermatophilus obscurus DSM 43160	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Geodermatophilus	obscurus	5322497	5155	3
650716040	Bacteria	Finished	Glaciecola sp. 4H-3-7+YE-5	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	sp.	5393591	4688	5
643886097	Bacteria	Draft	Glaciecola sp. HTCC 2999	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	sp.	2523039	2290	3
637000121	Bacteria	Finished	Gloeobacter violaceus PCC 7421	Cyanobacteria	Gloeobacteria	Gloeobacterales	Gloeobacteraceae	Gloeobacter	violaceus	4659019	4490	1
641228493	Bacteria	Finished	Gluconacetobacter diazotrophicus PAl 5, DSM 5601	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	diazotrophicus	3999591	3997	4
643348555	Bacteria	Finished	Gluconacetobacter diazotrophicus PAl 5, DSM 5601	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	diazotrophicus	3914947	3633	4
647000257	Bacteria	Draft	Gluconacetobacter hansenii ATCC 23769	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	hansenii	3547122	3353	1
651324036	Bacteria	Draft	Gluconacetobacter sp. SXCC-1	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	sp.	4233336	4967	5
637000122	Bacteria	Finished	Gluconobacter oxydans 621H	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	oxydans	2922384	2742	4
646311932	Bacteria	Finished	Gordonia bronchialis DSM 43247	Actinobacteria	Actinobacteria	Actinomycetales	Gordoniaceae	Gordonia	bronchialis	5290012	5002	2
651324037	Bacteria	Draft	Gordonia neofelifaecis NRRL B-59395	Actinobacteria	Actinobacteria	Actinomycetales	Gordoniaceae	Gordonia	neofelifaecis	4257286	4034	1
650377943	Bacteria	Finished	Gordonibacter pamelaeae 7-10-1-bT, DSM 19378	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Gordonibacter	pamelaeae	3608022	2077	1
639633025	Bacteria	Finished	Gramella forsetii KT0803	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	forsetii	3798465	3642	3
637000123	Bacteria	Finished	Granulibacter bethesdensis CGDNIH1	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Granulibacter	bethesdensis	2708355	2510	3
645951817	Bacteria	Draft	Granulicatella adiacens ATCC 49175	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	adiacens	1923088	1949	1
647533172	Bacteria	Draft	Granulicatella elegans ATCC 700633	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	elegans	1900014	1745	1
648276601	Bacteria	Draft	Granulicella mallensis MP5ACTX8	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Granulicella	sp.	6211694	4947	1
649633002	Bacteria	Finished	Granulicella tundricola MP5ACTX9	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Granulicella	sp.	5503984	4757	1
647000258	Bacteria	Draft	Grimontia hollisae CIP 101886	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Grimontia	hollisae	4002786	3694	8
